关于教育改革的一些设想,"摘要: 重新设置教育阶段:启蒙教育一基础教育一专业技术教育一研究生教育和继续...把职业教育纳入专业技术教育阶段,引导大学朝两个方向发展:一是基础性学科专业,二...",2007,万方/维普/知网/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%28d5827ca8606b33c41f5d8039900b0a14%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%85%B3%E4%BA%8E%E6%95%99%E8%82%B2%E6%94%B9%E9%9D%A9%E7%9A%84%E4%B8%80%E4%BA%9B%E8%AE%BE%E6%83%B3&sc_us=2888205159914591056&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
将油画若干经典语言融入中职水粉画课堂的实践与研究,"提升中职美术专业色彩品质,给学生一个良好正确的艺术启蒙教育。同时使我校整个...杭州市美术职业学校王秋林杭州市美术职业学校金建萍杭州市美术职业学校王丹凤杭州...",2008,万方/道客巴巴(账号登陆免费),http://xueshu.baidu.com/s?wd=paperuri%3A%28bec91d72c17b073da983b804f3100d59%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%B0%86%E6%B2%B9%E7%94%BB%E8%8B%A5%E5%B9%B2%E7%BB%8F%E5%85%B8%E8%AF%AD%E8%A8%80%E8%9E%8D%E5%85%A5%E4%B8%AD%E8%81%8C%E6%B0%B4%E7%B2%89%E7%94%BB%E8%AF%BE%E5%A0%82%E7%9A%84%E5%AE%9E%E8%B7%B5%E4%B8%8E%E7%A0%94%E7%A9%B6&sc_us=14274537348823933192&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
文技校课堂教学模式初探,"适应社会生活的初步能力;进行爱国主义教育和法制观念的启蒙教育,培养他们对社会的...黄彩虹刘堆衿《福建职业与成人教育》...",2004,维普/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%2878875fcc0cc18f9012da28750f89e303%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%96%87%E6%8A%80%E6%A0%A1%E8%AF%BE%E5%A0%82%E6%95%99%E5%AD%A6%E6%A8%A1%E5%BC%8F%E5%88%9D%E6%8E%A2&sc_us=17563443764336470696&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
探寻新时期信息技术的原生态,"作为科技启蒙教育的信息技术教育也在蓬勃发展,文章就当前农村信息技术教育现状、...王校龙湖北武汉市黄陂区武湖高级职业中学《新课程研究(中旬刊)》...",2011,知网/万方/维普/豆丁网(账号登陆免费)/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%28c44c99dc79bd0458845421a5f316bfba%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%8E%A2%E5%AF%BB%E6%96%B0%E6%97%B6%E6%9C%9F%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E7%9A%84%E5%8E%9F%E7%94%9F%E6%80%81&sc_us=16526937329850116401&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
我国职业观的历史嬗变及其对职业教育发展的影响,"职业教育发展的重要作用,努力营造积极的社会氛围,改善社会用工环境,完善社会保障制度,也注重通过教育行动来改善社会对职业教育的认知,实施职业启蒙教育,矫正教育分...",2016,知网,http://xueshu.baidu.com/s?wd=paperuri%3A%28742e66b898a66e9d5fb23a15b51b595e%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%88%91%E5%9B%BD%E8%81%8C%E4%B8%9A%E8%A7%82%E7%9A%84%E5%8E%86%E5%8F%B2%E5%AC%97%E5%8F%98%E5%8F%8A%E5%85%B6%E5%AF%B9%E8%81%8C%E4%B8%9A%E6%95%99%E8%82%B2%E5%8F%91%E5%B1%95%E7%9A%84%E5%BD%B1%E5%93%8D&sc_us=14542127770851469694&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
小学语文课堂教学中美育的必更性,"使学生受到爱国主义教育,社会主义思想品德教育和科学思想方法的启蒙教育,培养学生的...史艳华江苏省丰县职业技术教育中心文理导航·教育研究与实践...",2011,万方/维普,http://xueshu.baidu.com/s?wd=paperuri%3A%285d77128a1423597e9d0d3c0d628accf9%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%B0%8F%E5%AD%A6%E8%AF%AD%E6%96%87%E8%AF%BE%E5%A0%82%E6%95%99%E5%AD%A6%E4%B8%AD%E7%BE%8E%E8%82%B2%E7%9A%84%E5%BF%85%E6%9B%B4%E6%80%A7&sc_us=17121718715359082393&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
"加强自身修养,提高带教质量","学习欲望强烈,乐于承担任何工作,所以带教老师首先应热情主动地向护生介绍病房环境,使之 尽快进入角色;其次抓紧临床启蒙教育,不失时机地传输良性信息,培养职业道德...",2002,知网/维普/万方/豆丁网(账号登陆免费)/道客巴巴(账号登陆免费)爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%2802cf1290a16596dcdf7cc615b778b857%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%8A%A0%E5%BC%BA%E8%87%AA%E8%BA%AB%E4%BF%AE%E5%85%BB%2C%E6%8F%90%E9%AB%98%E5%B8%A6%E6%95%99%E8%B4%A8%E9%87%8F&sc_us=6456782711090483532&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
大学生马克思主义中国化启蒙教育哲学思辨,"转变大学生马克思主义中国化理 论教育中忽略大学生群体不成熟的状态,用启蒙教育...唐国琪四川建筑职业技术学院《前沿》...",2012,知网/万方/维普/道客巴巴(账号登陆免费)/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%28a0411be8103144e1823b522ba89dcd85%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%A4%A7%E5%AD%A6%E7%94%9F%E9%A9%AC%E5%85%8B%E6%80%9D%E4%B8%BB%E4%B9%89%E4%B8%AD%E5%9B%BD%E5%8C%96%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E5%93%B2%E5%AD%A6%E6%80%9D%E8%BE%A8&sc_us=14094112236053674017&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
浅谈幼儿钢琴启蒙教育,"浅谈幼儿钢琴启蒙教育钢琴教育幼儿兴趣摘要: 随着人们生活水平的提高,学习钢琴的...李文璐东莞南博职业技术学院《文艺生活:中旬刊》...",2011,万方/维普/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%285fc3ce5f6edef210561b23d1f08db698%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%B5%85%E8%B0%88%E5%B9%BC%E5%84%BF%E9%92%A2%E7%90%B4%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2&sc_us=1162234444757791079&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
对学前儿童家庭道德教育的思考,深入浅出地进行道德启蒙教育.它指出了家庭在学前儿童道德教育中不可替代的重要...李梦明信阳职业技术学院《天津中德职业技术学院学报》...,2014,万方/知网/维普/豆丁网(账号登陆免费)/道客巴巴(账号登陆免费),http://xueshu.baidu.com/s?wd=paperuri%3A%2804c33516b7ab41c4a2d30c7b6de50913%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%AF%B9%E5%AD%A6%E5%89%8D%E5%84%BF%E7%AB%A5%E5%AE%B6%E5%BA%AD%E9%81%93%E5%BE%B7%E6%95%99%E8%82%B2%E7%9A%84%E6%80%9D%E8%80%83&sc_us=16488108827002801601&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
提高外语兴趣　培养自学能力,提高外语兴趣 培养自学能力 自学能力的培养兴趣培养外语学习水平中学生提高兴趣培养能力初中外语教学英语启蒙教育学外语摘要:张琰《延安职业技术学院学报》...,1995,知网/维普/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%28b00252813b278ceeab99a9e07eb85723%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%8F%90%E9%AB%98%E5%A4%96%E8%AF%AD%E5%85%B4%E8%B6%A3%E3%80%80%E5%9F%B9%E5%85%BB%E8%87%AA%E5%AD%A6%E8%83%BD%E5%8A%9B&sc_us=17146741332135211633&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
职业启蒙教育:现代职业教育体系的起点,"《国务院关于加快发展现代职业教育的决定》的出台,使曾经“低人一等”的职业教育解决了“断头桥”的问题,似乎增强了些许的自信。但问题又来了,与普通学术教育相比,...",2015,万方/知网/enaea.edu.cn(全网免费下载)/paper.jyb.cn(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%284aee93a9196c3251c102878c92133f8e%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%3A%E7%8E%B0%E4%BB%A3%E8%81%8C%E4%B8%9A%E6%95%99%E8%82%B2%E4%BD%93%E7%B3%BB%E7%9A%84%E8%B5%B7%E7%82%B9&sc_us=18135890692951999556&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
幼儿教师职业道德修养之管见,"摘　要: 教师一直以来被誉为""塑造人类灵魂的工程师"",她搭建了人类发展的昨天和明天。教师的工作无疑是培养人的工作,作为担当启蒙教育的幼儿教师,言行举止、知识能...",2010,维普/知网,http://xueshu.baidu.com/s?wd=paperuri%3A%28128284372f578eb614c45b368b187d9f%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%B9%BC%E5%84%BF%E6%95%99%E5%B8%88%E8%81%8C%E4%B8%9A%E9%81%93%E5%BE%B7%E4%BF%AE%E5%85%BB%E4%B9%8B%E7%AE%A1%E8%A7%81&sc_us=2565744466486088024&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
5～6岁儿童足球启蒙教育教学内容研究,"采用这些核心内容进行教学,能有效完成5～6岁儿童足球启蒙教育教学目标:技术技巧...汪永胜江西现代职业技术学院朱昆荣江西现代职业技术学院《科技信息》...",2012,知网/万方/维普/114.112.96.154:8083(全网免费下载)/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%281b98a45d296eeee911adb772d6e898db%29&filter=sc_long_sign&sc_ks_para=q%3D5%EF%BD%9E6%E5%B2%81%E5%84%BF%E7%AB%A5%E8%B6%B3%E7%90%83%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E6%95%99%E5%AD%A6%E5%86%85%E5%AE%B9%E7%A0%94%E7%A9%B6&sc_us=16102146044322121956&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
从工厂使用CAD现状确定冷冲模CAD教学基调,"正在冷冲模的教学过程中引入 CAD内容,我们经历了几个阶段.89年以前我们用CAD2.6版本上的一些现有图形作演示,作启蒙教育;之后,利用冷冲模设计作载体进行CAD教学,作 ...",1995,维普/知网/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%28256a7c44a6f1f2bddbbb16abf98e1fb2%29&filter=sc_long_sign&sc_ks_para=q%3D%E4%BB%8E%E5%B7%A5%E5%8E%82%E4%BD%BF%E7%94%A8CAD%E7%8E%B0%E7%8A%B6%E7%A1%AE%E5%AE%9A%E5%86%B7%E5%86%B2%E6%A8%A1CAD%E6%95%99%E5%AD%A6%E5%9F%BA%E8%B0%83&sc_us=3537958166845655882&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
幼儿钢琴启蒙教育-创造性思维培养,"幼儿钢琴启蒙教育-创造性思维培养 创造性思维元素音乐形象""教""是为了""学""教师...伍丹株洲市中等职业学校商情...",2011,万方/维普/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%286f5aa9e2ea4fb8d37ac3f4c50d59c2d4%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%B9%BC%E5%84%BF%E9%92%A2%E7%90%B4%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2-%E5%88%9B%E9%80%A0%E6%80%A7%E6%80%9D%E7%BB%B4%E5%9F%B9%E5%85%BB&sc_us=14211282409132591458&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
《敬业与乐业》教学反思,"《敬业与乐业》是梁启超先生在上海中华职业学校为学生所作的演讲,对学生进行职业道德启蒙教育有很强的针对性.这篇文章既是一篇议论文,又是一篇演讲词.所以,我在上...",2016,万方/知网/道客巴巴(账号登陆免费),http://xueshu.baidu.com/s?wd=paperuri%3A%28d63c2a84002d36eb83fa87caa6ea46aa%29&filter=sc_long_sign&sc_ks_para=q%3D%E3%80%8A%E6%95%AC%E4%B8%9A%E4%B8%8E%E4%B9%90%E4%B8%9A%E3%80%8B%E6%95%99%E5%AD%A6%E5%8F%8D%E6%80%9D&sc_us=12415815365399086352&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
初中物理教学如何开好头,"进一步影响着学生在初中阶段的物理学习效果,所以,八年级物理的启蒙教育尤为重要。宋福俊内蒙古凉城县职业中学《学苑教育》...",2014,维普/知网/jinyueya.com/道客巴巴(账号登陆免费)/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%2843e5811ba6c121c9c4c06c1473840e67%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%88%9D%E4%B8%AD%E7%89%A9%E7%90%86%E6%95%99%E5%AD%A6%E5%A6%82%E4%BD%95%E5%BC%80%E5%A5%BD%E5%A4%B4&sc_us=16336808358072782653&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
浅谈德育在中职语文教学中的渗透,"职业学校中职生重要组成部分作文教学人生观人文因素正作为启蒙教育基础学科的语文不仅是认识世界、学习文化知识的工具,同时又有着丰富的人文因素,它是观照社会、观...",2012,万方/维普/知网/百度文库(账号登陆免费)/道客巴巴(账号登陆免费)爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%28ad0973a92af313af757de93fa119bb1f%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%B5%85%E8%B0%88%E5%BE%B7%E8%82%B2%E5%9C%A8%E4%B8%AD%E8%81%8C%E8%AF%AD%E6%96%87%E6%95%99%E5%AD%A6%E4%B8%AD%E7%9A%84%E6%B8%97%E9%80%8F&sc_us=9980883093202552052&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
人教版小学语文的教育方向,"教育方向启蒙教育越来越受到社会的关注,身心成长正处在初期阶段的小学生对这个...韩敏江苏食品职业技术学院课程教育研究(新教师教学)...",2015,万方,http://xueshu.baidu.com/s?wd=paperuri%3A%288175602c913ba8a39d2d372c91fcb767%29&filter=sc_long_sign&sc_ks_para=q%3D%E4%BA%BA%E6%95%99%E7%89%88%E5%B0%8F%E5%AD%A6%E8%AF%AD%E6%96%87%E7%9A%84%E6%95%99%E8%82%B2%E6%96%B9%E5%90%91&sc_us=16845457299710513205&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
幼师学生良好专业素质的培养,"幼儿教师肩负着儿童启蒙教育的重任,也直接关系着下一代人的成 长,有专家认为新...刘晓峰青岛城阳职业中等专业学校佳木斯教育学院学报...",2012,万方/知网/维普/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%288004d0d354820aa2e2b5a09a69829b96%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%B9%BC%E5%B8%88%E5%AD%A6%E7%94%9F%E8%89%AF%E5%A5%BD%E4%B8%93%E4%B8%9A%E7%B4%A0%E8%B4%A8%E7%9A%84%E5%9F%B9%E5%85%BB&sc_us=13345275968704624097&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
上海市启动中小学生职业启蒙教育,"摘　要: 以帮助学生“识自我、掌知识、讲技能、会决策、懂规划、择人生”为总目标,且明确小学生以启蒙和体验为主、初中生以体验和探索为主、高中生以探索和规划为...",2013,知网/维普,http://xueshu.baidu.com/s?wd=paperuri%3A%283e904f884fa2f82a5adb0039ceac3884%29&filter=sc_long_sign&sc_ks_para=q%3D%E4%B8%8A%E6%B5%B7%E5%B8%82%E5%90%AF%E5%8A%A8%E4%B8%AD%E5%B0%8F%E5%AD%A6%E7%94%9F%E8%81%8C%E4%B8%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2&sc_us=5252126948217027199&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
浅谈新课程背景下学具的使用,"小学教育担负着对学生进行科学启蒙教育的重要任务.随着素质教育的不断深化,新课程的逐步实施,迫使教师不仅要考虑如何""教""而且...陈志国广东科贸职业学院读写算(教育教学研究)...",2010,万方,http://xueshu.baidu.com/s?wd=paperuri%3A%283be442a07528fd2cd28f5e46fba38f4a%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%B5%85%E8%B0%88%E6%96%B0%E8%AF%BE%E7%A8%8B%E8%83%8C%E6%99%AF%E4%B8%8B%E5%AD%A6%E5%85%B7%E7%9A%84%E4%BD%BF%E7%94%A8&sc_us=15631863843929355251&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
幼儿教师科学素养之我见,"摘要: 作为21世纪对幼儿科学素质的早期培养者,幼儿科学教育的早期启蒙者,幼儿...王素菊. 幼儿教师科学素养之我见[J].职业圈,2007,(09).王素菊. 幼儿教师...",2007,维普/知网/万方/豆丁网(账号登陆免费)/道客巴巴(账号登陆免费)爱学术(全网免费下载)jinyueya.com,http://xueshu.baidu.com/s?wd=paperuri%3A%28d85a35e133085ee6411e10c10c265376%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%B9%BC%E5%84%BF%E6%95%99%E5%B8%88%E7%A7%91%E5%AD%A6%E7%B4%A0%E5%85%BB%E4%B9%8B%E6%88%91%E8%A7%81&sc_us=13786897033169083196&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
古力锋芒初现新人生,"职业生涯启蒙教育冠军重大决定内部循环厌烦情绪高高的个子,削瘦的身 材,略显黝黑的睑庞,这便是刚刚夺得新人王的小将古力。 “新人王”赛一向是“新人”们一展...",2001,知网/维普,http://xueshu.baidu.com/s?wd=paperuri%3A%2858ddc88e474c691a0027ed84b6290104%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%8F%A4%E5%8A%9B%E9%94%8B%E8%8A%92%E5%88%9D%E7%8E%B0%E6%96%B0%E4%BA%BA%E7%94%9F&sc_us=14732093104878763602&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
新时期高校学生党建工作的几点思考,做好启蒙教育;高标准、严要求地吸收青年学生入党;重视入党后学生的再教育工作;...沈振德;; 新时期高校学生党建工作的几点思考 [J];湖州职业技术学院学报;2006年...,2006,维普,http://xueshu.baidu.com/s?wd=paperuri%3A%28616c295f9e887973c88237a9b2c3da71%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%96%B0%E6%97%B6%E6%9C%9F%E9%AB%98%E6%A0%A1%E5%AD%A6%E7%94%9F%E5%85%9A%E5%BB%BA%E5%B7%A5%E4%BD%9C%E7%9A%84%E5%87%A0%E7%82%B9%E6%80%9D%E8%80%83&sc_us=7998555927691462155&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
"凡训蒙,须讲究——《弟子规》引发国学启蒙教育新思考","国学启蒙教育;国学;孩子;弟子;思考... 《弟子规》是否可以成为孩子的国学启蒙读物?由《弟子规》引发的争论,又反映出当下我国国学启蒙教育的哪些问题...盘点中国十大高危职业我们该注意什么 四川警察学院剧情版毕业照走红网络 华语电影里的旅游圣地你去...",,cssn.cn,http://xueshu.baidu.com/s?wd=paperuri%3A%2875e892a22631d4b420d00da815e2c56d%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%87%A1%E8%AE%AD%E8%92%99%2C%E9%A1%BB%E8%AE%B2%E7%A9%B6%E2%80%94%E2%80%94%E3%80%8A%E5%BC%9F%E5%AD%90%E8%A7%84%E3%80%8B%E5%BC%95%E5%8F%91%E5%9B%BD%E5%AD%A6%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E6%96%B0%E6%80%9D%E8%80%83&sc_us=16251151237658287455&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
大提琴启蒙教学现状调查及开展实践,"本文主要就儿童的大提琴启蒙教育方式存在的问题和相应对策进行分 析、总结,以期为大提琴启蒙教育的发展提供有益的建设性意见。边伟山西艺术职业学院《黄河之声》...",2015,万方/维普/知网,http://xueshu.baidu.com/s?wd=paperuri%3A%28453d4ff4d01f526ab8dd5da57a3739c1%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%A4%A7%E6%8F%90%E7%90%B4%E5%90%AF%E8%92%99%E6%95%99%E5%AD%A6%E7%8E%B0%E7%8A%B6%E8%B0%83%E6%9F%A5%E5%8F%8A%E5%BC%80%E5%B1%95%E5%AE%9E%E8%B7%B5&sc_us=431768399900414444&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
谈独立学院新生入党启蒙教育,海南经贸职业技术学院公共教学部《剑南文学(经典教苑)》李明明.谈独立学院新生入党启蒙教育[J]. 剑南文学(经典教苑).2011(12)李明明;; 谈独立学院新生入党启蒙...,2011,维普/知网/jinyueya.com/道客巴巴(账号登陆免费)/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%28653a428ad69d3e535627c70e6dc943e2%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%B0%88%E7%8B%AC%E7%AB%8B%E5%AD%A6%E9%99%A2%E6%96%B0%E7%94%9F%E5%85%A5%E5%85%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2&sc_us=1411614859553027453&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
浅谈新时期幼儿教师应具备的素质,"对于一个人的成长来说,无论是家庭还是托幼园所,对幼儿阶段的教育是关乎人的一生发展的启蒙教育。认识到这一点,一个幼儿教师才能够明白自己所从事的职业的神圣,...",2013,维普/万方,http://xueshu.baidu.com/s?wd=paperuri%3A%28cb9e0abdf15d478792af897a458883a4%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%B5%85%E8%B0%88%E6%96%B0%E6%97%B6%E6%9C%9F%E5%B9%BC%E5%84%BF%E6%95%99%E5%B8%88%E5%BA%94%E5%85%B7%E5%A4%87%E7%9A%84%E7%B4%A0%E8%B4%A8&sc_us=12404069744533211729&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
图书馆多样化宣教方式深度锲入大学生入学系列教育——南通航院图书馆入馆教育总结与思考,"是我院学生利用图书馆的启蒙性教育和引导性教育,直接影响着图书馆文献信息资源的...南通航运职业技术学院图书馆吕志峰南通航运职业技术学院图书馆科学大众(科学教...",2016,万方,http://xueshu.baidu.com/s?wd=paperuri%3A%288501aaa7615781f12dc60580c8430633%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%9B%BE%E4%B9%A6%E9%A6%86%E5%A4%9A%E6%A0%B7%E5%8C%96%E5%AE%A3%E6%95%99%E6%96%B9%E5%BC%8F%E6%B7%B1%E5%BA%A6%E9%94%B2%E5%85%A5%E5%A4%A7%E5%AD%A6%E7%94%9F%E5%85%A5%E5%AD%A6%E7%B3%BB%E5%88%97%E6%95%99%E8%82%B2%E2%80%94%E2%80%94%E5%8D%97%E9%80%9A%E8%88%AA%E9%99%A2%E5%9B%BE%E4%B9%A6%E9%A6%86%E5%85%A5%E9%A6%86%E6%95%99%E8%82%B2%E6%80%BB%E7%BB%93%E4%B8%8E%E6%80%9D%E8%80%83&sc_us=8373115655951429253&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
职业意识启蒙——基础教育的应然使命,"职业意识启蒙是基础教育的应然使命,必须做好这项工作.现阶段,我国职业意识启蒙教育基础薄弱,社会认可度低,对职业教育本身就缺乏足够的尊重.究其原 因,是社会、教育...",2015,维普/万方/知网,http://xueshu.baidu.com/s?wd=paperuri%3A%28351ba625c51591bb4bd9e221de79b887%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%81%8C%E4%B8%9A%E6%84%8F%E8%AF%86%E5%90%AF%E8%92%99%E2%80%94%E2%80%94%E5%9F%BA%E7%A1%80%E6%95%99%E8%82%B2%E7%9A%84%E5%BA%94%E7%84%B6%E4%BD%BF%E5%91%BD&sc_us=9643680359931600135&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
幼师舞蹈课堂教学的改革与尝试——“幼儿舞蹈数学的情境刨设”一课的教学设计与评析,"幼师舞蹈教育作为多元化非职业舞蹈教育的重要一环,担负着培养幼儿周艺术教育师资的重任,幼师舞蹈教育质量的高低直接影响到幼儿阶段的舞蹈艺术启蒙教育。笔者作为一...",2013,维普/jinyueya.com/道客巴巴(账号登陆免费),http://xueshu.baidu.com/s?wd=paperuri%3A%28affa0cec4a6944f7e89a6c5412498222%29&filter=sc_long_sign&sc_ks_para=q%3D%E5%B9%BC%E5%B8%88%E8%88%9E%E8%B9%88%E8%AF%BE%E5%A0%82%E6%95%99%E5%AD%A6%E7%9A%84%E6%94%B9%E9%9D%A9%E4%B8%8E%E5%B0%9D%E8%AF%95%E2%80%94%E2%80%94%E2%80%9C%E5%B9%BC%E5%84%BF%E8%88%9E%E8%B9%88%E6%95%B0%E5%AD%A6%E7%9A%84%E6%83%85%E5%A2%83%E5%88%A8%E8%AE%BE%E2%80%9D%E4%B8%80%E8%AF%BE%E7%9A%84%E6%95%99%E5%AD%A6%E8%AE%BE%E8%AE%A1%E4%B8%8E%E8%AF%84%E6%9E%90&sc_us=10705690005956589152&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
我国古代学校体育的产生与演变,"“武”,宋明理学教育影响下的“武学”与“养生”,明清之交早期启蒙教育思潮...尚保春河南科技学院体育系《河南职业技术师范学院学报(职业教育版)》...",2005,知网/维普/万方/豆丁网(账号登陆免费)/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%282892db8f7b26be7e476faa7c15918dec%29&filter=sc_long_sign&sc_ks_para=q%3D%E6%88%91%E5%9B%BD%E5%8F%A4%E4%BB%A3%E5%AD%A6%E6%A0%A1%E4%BD%93%E8%82%B2%E7%9A%84%E4%BA%A7%E7%94%9F%E4%B8%8E%E6%BC%94%E5%8F%98&sc_us=16236656010150211235&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
高职院校学生入党启蒙教育创新实践研究,"高校大学生入党启蒙教育是高校党建工作的重要工作,也是进一步加强和改进高校大学生...陈婕629000,四川职业技术学院 四川 遂宁都市家教(下半月)...",2015,万方/道客巴巴(账号登陆免费),http://xueshu.baidu.com/s?wd=paperuri%3A%288d0b0ca3461887637f8b7927fcd4da9e%29&filter=sc_long_sign&sc_ks_para=q%3D%E9%AB%98%E8%81%8C%E9%99%A2%E6%A0%A1%E5%AD%A6%E7%94%9F%E5%85%A5%E5%85%9A%E5%90%AF%E8%92%99%E6%95%99%E8%82%B2%E5%88%9B%E6%96%B0%E5%AE%9E%E8%B7%B5%E7%A0%94%E7%A9%B6&sc_us=13262641789198747879&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
论幼师生核心价值观教育的有效性途径,"幼师是未来我国幼儿教育事业发展的中坚力量,一个素质全面的幼儿教师,对幼儿的启蒙教育具有举足轻重的意义。社会主义核心价值观与幼儿教师的职业特征要求、岗位需求...",2015,知网/维普/爱学术(全网免费下载),http://xueshu.baidu.com/s?wd=paperuri%3A%284c1b57958881a6caa4b6741a848c038e%29&filter=sc_long_sign&sc_ks_para=q%3D%E8%AE%BA%E5%B9%BC%E5%B8%88%E7%94%9F%E6%A0%B8%E5%BF%83%E4%BB%B7%E5%80%BC%E8%A7%82%E6%95%99%E8%82%B2%E7%9A%84%E6%9C%89%E6%95%88%E6%80%A7%E9%80%94%E5%BE%84&sc_us=13882890504738976993&tn=SE_baiduxueshu_c1gjeupa&ie=utf-8
